id,title,author,text,label
,Norwest Venture Partners raises $2 billion venture and growth equity fund,,Norwest Venture Partners has raised $2 billion for its 15th venture capital and growth equity investment fund. It is its largest investment fund to date.,1
,Centre to seek input to address GST concerns,,"GST commissioners across the country will seek feedback from taxpayers and practitioners next month as the government moved to address all concerns related to filing of returns, while asserting the overall IT system is robust.",1
,"Indian Army captures a Pakistani who was spreading white bedsheet in the balcony, mistaking it for the white flag used for surrender",,"Amid tension at India Pakistan border and Pakistan Occupied Kashmir since August 5 when the Indian government abrogated the article 370, bringing Jammu & Kashmir to the mainstream, Indian Army made a mistake that’s scaring Pakistanis more than ever.  In last one week, the Pakistan military has raised the white flag thrice to retrieve bodies of its soldiers along the LoC. However, on Wednesday, Indian Army mistakenly captured a Pakistani who was spreading a white bedsheet in his balcony. The man was a ‘Punjabi Muslim’ who belongs to Bahawalnagar in Pakistan’s Punjab province. Imran Khan later issued a statement saying that the Indian Army must release the man and if they don’t then Indian Army will be responsible for his health and food. Details awaited.",0
,"After years of falling, poverty in India may have risen again since GST and demonetisation",,"Consumers are spending less on clothing, rent and even food.",1
,Donald Trump Says he Can Mediate On Ram Mandir Issue If Both Parties Agree,,"Soon after US President Donald Trump offered to mediate between India and Pakistan on Kashmir issue a major part of the issue got resolved. With the abrogation of Article 370, India government has made J&K a Union Territory, thus removing the role of Pakistan in J&K and to further make Pakistan irrelevant, Defence Minister, Rajnath Singh said that there’s no need to talk to Pakistan and in case the talk happens it will happen only about PoK, Pakistan occupied Kashmir. Although, it was all about BJP led NDA government smartness and courage to resolve the Kashmir issue, Donald Trump is taking all the credit as the issue got resolved only after he offered to mediate. Seeing his as an omen, Hindu Maha Sabha has approached him to request him to offer to mediate, however, the other party Sunni Waqf Board is reluctant to get the matter resolved. Reportedly, Trump is likely to accept the offer of offering the mediation only if the case gets resolved without he actually meditating as it will save thousands of dollars when the world economy is looking not so positive. If sources are to be believed Trump may offer to mediate between Pakistan and Balchosutan too after Ram Mandir issue gets resolved. Details awaited.",0
,Budget 2020: Govt seeks inputs from industry for ‘changes in tax rates’,,"In a circular, which has few precedents, the Ministry also asked India Inc to take into consideration the recent corporate tax cuts while making suggestions.",1
,Finance Commisson may get extension to work on tax share of UT of J&K,,"Any special dispensation for the Union Territory of Jammu & Kashmir will also have to be done keeping in view similar demands by two other union territories with a legislature, Delhi and Puducherry, to be a part of the divisible pool.",1
,Thumbs down: On Moody’s negative rating,,"Moody’s has flagged known risks, and the Centre has to push harder for reforms",1
,Terror incidents almost nil in J&K: Rajnath Singh in Lok Sabha,,"I can say with confidence that after the abrogation of Article 370, the number of terrorist incidents has come down to almost nil, Singh said.",1
,CJI takes stock of security ahead of Ayodhya verdict,,Chief Justice of India Ranjan Gogoi Friday held a meeting with Uttar Pradesh chief secretary and director general of police and took stock of security arrangements ahead of the verdict to be pronounced next week in the politically-sensitive Ayodhya land dispu…,1
,'I Worked on Political Ads at Facebook. They Profit By Manipulating Us.',,"Yael Eisenstat, a visiting fellow at Cornell Tech in the Digital Life Initiative and a former elections integrity head at Facebook, CIA officer, and White House adviser, writes for the Washington Post: As the company continues to struggle with how to handle p…",1
,Ram temple: Akhil Bharatiya Akhara Parishad chief wants Yogi Adityanath included in trust,,"He should be inducted not in his present capacity as U.P. Chief Minister but as the ‘peethadishwar’ of the Gorakhnath Mutt, he says",1
,No increase in expenditure on UT of J-K after abrogation of Article 370,,"Union Minister of State for Home G Kishan Reddy told the Rajya Sabha that the reorganisation of the erstwhile state of Jammu and Kashmir into the UT of Jammu and Kashmir and the UT of Ladakh was done as per the Jammu and Kashmir Reorganisation Act, 2019.",1
,India’s October services activity contracts for second straight month,,"India's services industry activity contracted for a second consecutive month in October due to muted demand, according to the Nikkei/IHS Markit Services Purchasing Managers' Index (PMI) on Tuesday. The October services PMI stood at 49.2 up from 48.7 in Septem…",1
,"MEPs visit to Kashmir was a surprise to us, says EU official",,"The recent visit by some Members of the European Parliament (MEPs) to Kashmir had surprised European Union authorities, an EU official said on Thursday. The EU fully recognises Indian concerns on Kash",1
,"Rahul, Priyanka considered role models in Pakistan: UP minister",,"Anand Swarup Shukla, Minister of State for Parliament Affairs in the Uttar Pradesh government, said the posters of the two leaders adorn the walls in Pakistan.",1
,UDF man Erattupetta municipal chief,,It is the third election held in three months,1
,HC wants early disposal of plea against election of Kanimozhi,,Justice S.M. Subramaniam of the Madras High Court on Wednesday made it clear that he wanted to dispose of at the earliest an election petition filed by an individual voter A. Santhana Kumar challengin,1
,"Parliament, Patel approved J&K special status: NC",,"A complete shutdown was observed in Kargil district on Thursday, as the Kashmir Valley’s regional parties — the National Conference (NC) and the Peoples Democratic Party (PDP), whose leadership remain",1
,Ayodhya live: Waqf board not to file review plea,,Stay here for the latest updates from around the world that you cannot miss,1
,I respect the SC judgement: Rajinikanth,,"The Supreme Court on Saturday cleared the way for the construction of a Ram Temple at the disputed site at Ayodhya, and directed the Centre to allot a 5-acre plot to the Sunni Waqf Board for building",1
,"Inspired by BJP-Shivsena tussle, ISIS to go with 50:50 formula for its next chief after Baghdadi’s death",,"On Thursday, Islamic State confirmed that its leader Abu Bakr al-Baghdadi was killed in a weekend raid by US Special Forces in north-western Syria and since then there’s infight in ISIS for the next ISIS chief. After failing to reach to any conclusion, the ISIS has agreed to follow Maharashtra’s formula of 50:50 and two different persons will be given charge for two and a half year each. After Maharashtra election which didn’t give a clear mandate to any party, there’s a tussle going on between BJP and Shivsena for the CMship. The BJP is offering deputy CM post to Shiv Sena but Shiv Sena wants to follow the 50:50 formula, which inspired ISIS too.
In fact the 50:50 formula can be used at many other places. Husband will earn money for 50% duration of marriage and wife would earn for the rest 50%, this idea was given by a feminist. Mechanical engineering where there is shortage of girls. 2 guys will date a girl for the duration of a course, this idea was given by the engineers association of India.",0
,Week in Pictures: 16-22 November 2019,,A selection of news photographs taken around the world this week.,1
,5 yrs for Ram temple according to VHP design,,"India News: AYODHYA: The decks have been cleared for construction of a Ram temple, but it will take at least five more years and 250 expert artisans working tirel.",1
,Fitch raises India’s FY20 fiscal deficit forecast to 3.6 per cent of GDP,,Fitch said it was revising the fiscal deficit forecast as revenue collection is likely to fall far short of the projections in the FY2019/20 Union Budget due to weak goods and services tax (GST) and corporate income tax collections.,1
,UT move on Patel anniversary is bid to manufacture history: CPM,,"The CPI too targeted the government. CPI general secretary D Raja said, “They (government) are spreading lies as though Patel was opposed to Article 370. Patel was very much part of negotiations on Article 370 and party to its insertion in the Constitution.”",1
,In Pictures: 100 days of crippling lockdown in Kashmir,,Disputed Himalayan region reels under unprecedented security lockdown since its special status was scrapped in August.,1
,October GST collection falls 5.29 per cent; shrinks third time since roll-out,,This is also the third consecutive month when GST mop-up remained below the Rs 1 lakh crore-mark. There were only six more months when the GST revenue crossed Rs 1 lakh crore.,1
,Trains to run again in Kashmir Valley,,Services were stopped after the Centre decided to revoke J&K’s special status,1
,Supporting Criminal Husband Becomes New Couple’s Goal,,"Yesterday, the newly selected Congress General Secretary, Priyanka Vadra/Gandhi accompanied her husband Robert Vadra, to the Enforcement Directorate’s office in New Delhi, where he was to be interrogated for a money laundering case. Priyanka Vadra’s move of accompanying her husband stirred a fresh political debate since she’s occupying a political position now. Accompanying her husband for interrogation in a big scam would mean no less than supporting a scam herself. However, more than a political debate, the issue gave birth to a new couple’s goal. At a time when wives usually abandon their husband if the latter is guilty of any crime, Priyanka Gandhi has set the bar high. Liberal: If Robert Vadra distributed the looted money amongst the poor, I shall support Priyanka. Feminist: Priyanka shouldn’t only support Robert but also accompany females involved in a crime of the same intensity so as to prove that women are no less than men. Bollywood Enthusiast: Omg! That’s so cute. They are always together. Robert, I want a baby!",0
,"Morning digest: Brazil President to be chief guest at Republic Day 2020, SC to deliver Rafale judgment review verdict, and more",,"The major news headlines of the day, and more.",1
,Can court ask a secular State to construct a temple?,,Ayodhya judgment raises several questions for jurists to answer,1
,India has received ‘fullest’ support from U.S. on Kashmir issue: Indian Ambassador to the U.S.,,"We are happy that we have that understanding and support from our friends in the U.S. administration, said Harsh Vardhan Shringla",1
,Mika blames The Fauxy article: Yogi says Pak is an integral part of India,,"Mika Singh face the wrath of the nation by singing at a private party in Pakistan. At a time when both countries are at loggerheads due to Pakistan’s false narrative regarding the Article 370, Mika sadly had a bad timing of sorts. But Mika says that he is not guilty as the news from the fauxy had covered Yogi Adityanath saying that Pakistan is an integral part of India. This gave him the confidence to go and perform in Pakistan. Mika Singh said to the reporters of the fauxy, “I read a lot of the fauxy articles. For me the news shown in the fauxy is true news, as other news channels and sources are so boring. Yogi ji has said that Pakistan is an integral part of India and every singer should go and sing there. The artists association of India has banned me for no reason. Is it a crime performing in your own country? I have full faith in Amit Shah that soon Pakistan will be a part of India. And I will be remembered as the first singer who sang in the new territory of India.” More news on the same is awaited as we are trying to get Yogiji’s take on Mika’s comments.",0
,Sri Lanka votes for president in shadow of Easter Sunday attack,,Terror fears could see the defence chief who oversaw the defeat of Tamil rebels voted into power.,1
,Indian Muslims anxious as court prepares to rule on destroyed mosque,,"In the Indian town of Ayodhya, minority Muslims are feeling under siege as they await a Supreme Court ruling on a centuries-old religious dispute that has cast a shadow over their relations with the majority Hindu community. After a tangle of legal cases, the…",1
,"Customs, GST relief to give Rs 60,000-cr boost to defence",,"Customs, GST relief to give Rs 60,000-cr boost to defenceOfficials said that around Rs 25,000 crore will be saved over the next five years on account of the rollback of customs duty on the import of defence equipment that is not manufactured in India while GS…",1
,Groping in the dark on the economy,,The government’s ever-shifting policy stances show its lack of understanding when it comes to economic challenges,1
,"With Indian court ruling, Modi's Hindu-first agenda barrels forward",,"Just six months after sweeping to re-election, Indian Prime Minister Narendra Modi has delivered on two major promises of his Hindu-first agenda, electrifying his base but sowing unease among liberals and the nation's Muslim minority.",1
,Why the Impeachment Fight Is Even Worse Than You Think,,Political scientists have studied what our democracy is going through. It usually doesn’t end well.,1
,Parliament proceedings: Citizenship Bill yet to be listed,,"Give us enough time to study it, Opposition MPs tell Rajya Sabha Chairman",1
,BREAKING: UN finds a solution to Imran Khan’s worry about Kashmir,,"U.S. President Donald Trump asked Pakistan Prime Minister Imran Khan to resolve the Kashmir issue with India bilaterally during a phone call on Friday. India played down the significance of the informal closed consultations held by the UNSC, with India’s UN envoy Syed Akbaruddin saying the abrogation of Article 370 was entirely an internal matter of India. But Imran being Imran tried hard to make the issue a global one. And he thinks that Pakistanis can literally fix everything, just like a cricket match. He was proved wrong by the UNSC and the world leaders. Imran is so worried about Kashmir being a part of India that he is not thinking about his 4th or 5th marriage also, which used to occupy his brain most of the times. UN has finally found a solution to Mr. Khan’s worries. Just like an able doctor, they have prescribed him a dose of Amit Shah, a dose that has treated people like Arvind Kejriwal, Owaissi, Mamta Banerjee and other irrational leaders. The dose has to be given immediately and the time and place should be decided bilaterally. It has asked India to give this treatment free of cost to the Pakistanis as they have no money.",0
,Muslim Law Board Seizes Supreme Court; Shariat Law Imposed,,"All India Muslim Personal Law Board (AIMPLB) organised a rally outside the Supreme Court of India yesterday. The rally involving more than 500 people took a violent turn when the gathered crowd overwhelmed security forces and tore down the Supreme Court and ended up waving a green flag at its top dome. A subsequent inquiry into the incident found no one guilty. SC has often been accused of being biased in favour of one particular community while passing judgements. The Supreme Court has also been interfering in Hindu festivals and simultaneously turning a blind eye to the wrong practices of other religions. Sources say that it is this policy of minority appeasement that might have encouraged these Sharia lawmakers to take complete control and overthrow the highest judicial forum in India. “SC has all the time in the world to decide the height limit of Dahi Handi but views Muharram processions as safe. This means that it is already under our control, therefore, we just established a formal cognizance of our authority by waving our flag on it. What’s the harm? said Abul-ul-Bakaiti, a Sharia law student. The newly captured Supreme Court shall first take up Ayodhya’s Ram Mandir-Babri Masjid case in a fast-track manner and by the looks of it, the verdict is quite predictable.",0
,Imran Khan supports ‘one nation one election’ for India seeing the trend of surgical strikes before every election,,"Three terror camps have been destroyed and 6-10 Pakistani soldiers killed in the army’s artillery firing in Pakistan-occupied Kashmir on Sunday, Army Chief General Bipin Rawat has said. Imran Khan is worried that before every election in India there will be terrorists killed in Pakistan and Pakistani Army will have to suffer. He today gave a statement that he supports the government’s ‘One Nation One Election’ demand, and wants the opposition also to support it. He will soon meet Sonia Gandhi and Rahul Gandhi to discuss it further. The relation between Imran and Indian opposition is pretty good and they listen to everything that he says. Imran is sure that if there is only one election in India than Indian Army will attack the terrorists only once every 5 years and they will get a chance to defend themselves. It will be nice to hear the comments of Indian army chief on the same and we await his response.",0
,Sharad Pawar gave 2 tonnes of onions to Ajit Pawar to get him back in the party- Sources,,"Ajit Pawar became the epitome of U-Turn when he went back to the NCP-Sena alliance after taking oath with Devendra Fadnavis to form next Maha government. The reason was not clear as to why he chose to do so.
Secret sources have told Fauxy that Sharad Pawar gave an offer which Ajit could not refuse. Ajit is found of Indian curries and so wanted onions as part of any deal. Sharad gave him 2 tonnes of Onion to get him back and he obliged. Ajit dada as he is called in his party circles spoke to the fauxy and said “Look who would have said no to onions, I want every Indian to get onions for their curries. Today I have got it, tomorrow the whole Maharashtra will get it. I never wanted any money from the parties and that is what every Indian should be like. Don’t be greedy for only money”.",0
,EU MPs in Kashmir say Article 370 internal issue,,"Terming Article 370 an internal issue of India, EU parliamentarians visiting Jammu and Kashmir on Wednesday said they stand by the country in its fight against global terrorism. Addressing media on the last day of their two-day visit to the Valley, the group …",1
,Industries saying they are out of distress: FM,,"India Business News: In an exclusive interview with Times of India, finance minister Nirmala Sitharaman talks about how government’s measures are starting to show results.",1
,All bets are Hoff: DXC exec is standing for Brexit Party in UK General Election,,"Meet Gordon, a man who knows all about job losses, uncertainty and bankers Where one Hoff once claimed victory for helping to tear down the iron curtain, the real Hoff – Gordon, an exec at DXC – is seeking to erect new barriers with the EU.…",1
,74% rise in Jammu and Kashmir students taking admissions in education institutes across India,,"A total of 4,418 students from Jammu and Kashmir took admission under the scheme this year, and the figure was 2,543 in 2018.",1
,Sitharaman hints at relief for crisis-hit telcos,,"Sitharaman hints at relief for crisis-hit telcos""I want no company to shut operations. I want everyone to be up and running,"" the finance minister said.",1
,BJP to now focus on Uniform Civil Code: Laxman,,Party State president lays foundation stone for party office,1
,J&K situation: Parliamentary panel quizzes Home Ministry officials,,They remain non-committal on release of political leaders.,1
,Parle G Sales Down After Mamata Does A Chai-Wala,,"Parle G, one of the most iconic biscuit brands of India has reported a slump down in its sales. The biscuit manufacturer says that it might have to lay off 10,000 employees if the trend continues. Recently, West Bengal Chief Minister Mamata Banerjee was spotted making tea at a tea stall. Several economic experts have linked this incident with the low sales of Parle G biscuits. In Indian households, Parle G biscuits have been age-old partners with tea. Being complementary goods, the sales of one directly affects the other. After Mamata Banerjee’s publicity stunt, the overall market value of tea has declined, with several tea stalls in Bengal going bankrupt overnight! “Didi jabse chai banaya hai, logon ko lagra hai ki hum zeher bech raha hai. Koi chai peena hi hi nahi maangta ab!” said one tea vendor at Howrah Railway Station. Prime Minister Narendra Modi who was a tea-seller at an early age, has inspired many with his success story. However, Mamata’s act of mimicking the Prime Minister in order to garner attention has brought her into a negative light, especially for Parle G fans. “Chaiwaali kya bani ab apun ka favourite biscuit pe panuati laga daali na! ab apun kabhi bhi chai nahi pee paega na Parle G kha paega!” said Chotu Shaana, a cobbler at Mumbai Railway station. While the liberals are blaming Prime Minister Narendra Modi for an economic slowdown, the economic experts have it clear that it is Maamata to blame. In another news, a team of youngsters from Delhi have approached the West Bengal Chief Minister to start appearing in TikTok videos so as to destroy their business as well.",0
,Love of cash hinders India's move to digital economy,,India's dependency on cash may slow the country's transition to digital payments despite large numbers of internet and mobile phone users.,1
,Ayodhya verdict | Babri Masjid demolition case update,,"The Special CBI court in May 2017 charged BJP leaders L.K Advani, Murli Manohar Joshi and Union Minister Uma Bharti and others.",1
,Indian court rules in favour of Hindu temple on disputed land - CTV News,,"Indian court rules in favour of Hindu temple on disputed land CTV News As Hindus rejoice, Muslim reaction mixed over Ayodhya verdict Al Jazeera English Ayodhya verdict explained in one minute BBC News The 2 Big Political Implications Of The Ayodhya Verdict ND…",1
,"India detains dozens over social media posts, celebrations after religious site ruling",,"LUCKNOW/AYODHYA, India, India Nov 10 (Reuters) - Dozens of people in India have been detained on suspicion of publishing inflammatory social media posts and setting off celebratory firecrackers after the Supreme Court ruled to give a disputed religious site t…",1
,Gehlot dares RSS to become a political party and fight polls,,‘RSS had no role in the Independence movement and framing of Constitution’,1
,Indian court rules in favor of Hindus in explosive row with Muslims,,India's Supreme Court ruled in favor of a Hindu group on Saturday in a centuries-old dispute with minority Muslims over a place of worship in northern India that has been a lightning rod for tension between the two communities. The court said the disputed lan…,1
,"Indian Army captures a Pakistani who was spreading white bedsheet in the balcony, mistaking it for the white flag used for surrender",,"Amid tension at India Pakistan border and Pakistan Occupied Kashmir since August 5 when the Indian government abrogated the article 370, bringing Jammu & Kashmir to the mainstream, Indian Army made a mistake that’s scaring Pakistanis more than ever.  In last one week, the Pakistan military has raised the white flag thrice to retrieve bodies of its soldiers along the LoC. However, on Wednesday, Indian Army mistakenly captured a Pakistani who was spreading a white bedsheet in his balcony. The man was a ‘Punjabi Muslim’ who belongs to Bahawalnagar in Pakistan’s Punjab province. Imran Khan later issued a statement saying that the Indian Army must release the man and if they don’t then Indian Army will be responsible for his health and food. Details awaited.",0
,Ayodhya verdict: Muslim Personal Law Board to file review petition against Supreme Court's decision,,AIMPLB declines to accept grant of 5 acre of land allotted in Ayodhya as it “will not in any manner heal the wounds”,1
,Babri Mosque case: Indian top court gives disputed site to Hindus,,Court orders formation of a trust that will construct temple for Lord Ram while Muslims will be given alternative land.,1
,"Taimur Applauds SC Verdict On Section 377, Now Demands Article 370 To Be Scrapped.",,"In a historic decision yesterday, Supreme Court delivered a verdict against IPC’s Section 377 which decriminalised homosexuality. The judgement passed by the five judges’ bench of Supreme Court has been applauded by many, and the Bollywood fraternity wasn’t far behind either. Bollywood superstars Zayed Khan, Shahwar Ali, Sonam Kapoor and Abhishek Bachchan were among the first few to hail praises about SC’s decision. However, Bollywood’s youngest sensation and world-famous toddler Taimur was the first to welcome SC’s ruling. Taimur via his mother, Kareena Kapoor’s Instagram account, posted a picture of himself wearing a rainbow coloured diaper. However, Taimur believes that SC shouldn’t stop here and continuously keep taking a bold stand by further scrapping Article 370 and 35A, which would ensure further freedom to our brother and sisters in Kashmir. For similar news and updates follow @The_Fauxy. Rate the Article: Donate ₹500Donate ₹250Donate ₹100Donate ₹50Donate ₹xyz",0
,Reserve Bank flags rising bad assets from Mudra loans,,Unsustainable credit growth in sector could raise risk in the system: M.K. Jain,1
,Vice President seeks a new political normal based on 15 point reform charter for better functioning of Parliament,,"Expressing concern over the functioning of parliamentary institutions in the country and erosion of public trust in them, the Vice President, Shri M. Venkaiah Naidu today unveiled a 15 point reform charter as the basis for a new political normal to enable eff…",1
,"Oppn. parties, BJP slam govt. over switch to indirect polls",,"Move tantamount to CM admitting AIADMK’s defeat in civic polls, says Stalin",1
,"Worst reasons for Trump to quit the Paris climate pact, unranked",,"In April 2016, with his granddaughter sitting on his lap, Secretary of State John Kerry signed the historic Paris Agreement on Climate Change. It was a year that would soon become the warmest on record. Although every nation on Earth is a signatory of the his…",1
,Taj Mahal gets air purifier as Indian capital chokes,,New Delhi banned half the Indian capital's private cars from its roads on Monday as the megacity's 20 million people spluttered with stinging eyes in the worst pollution in three years.,1
,Conference of Ministers and Secretaries of States and UTs in charge of Youth Affairs and Sports held;,,"Conference of Ministers and Secretaries of the States and Union Territories in charge of Youth Affairs and Sports was held in New Delhi today. In his inaugural address, the Minister of Youth Affairs and Sports(I/C) Shri Kiren Rijiju called for collective effo…",1
,Net zero emissions: What's in a date?,,"Arguably the principal environmental burden facing inhabitants of Planet Earth is the prospect of ""global warming"" (or ""global heating"" as recently suggested as a more appropriate term by a senior UK Met Office scientist) caused by the enhanced greenhouse eff…",1
,"UP Governor, CM Yogi Adityanath talk Art 370, say move in accordance with Constitution’s spirit",,"Thanking the Opposition for maintaining peace during the address of Governor to the joint session, the Chief Minister said, “After many decades, the address of Governor to the joint session of the Assembly has been received with just peace and dignity.”",1
,"RSS acting like extra-constitutional authority, says Ashok Gehlot",,He dared the RSS to convert itself into a political party and come out in the open.,1
,De-Modi-tisation: Netizens Mock PM Modi On 3rd Anniversary of Epic Currency Reform,,"New Delhi (Sputnik): In a bid to tackle the growing corruption problem in India, the Prime Minister Narendra Modi-led Government revoked big currency notes on 8 November 2016, leaving people across the country shocked by the sudden announcement late in the ev…",1
,Sunni Waqf Board to seek review of Ayodhya verdict,,The Supreme Court ordered the government to provide five acre land to Muslims and cleared the way to construct Ram Temple at the disputed site.,1
,"Respect SC judgment, say mosques across UP",,"India News: AYODHYA/LUCKNOW: Mosques across Uttar Pradesh on Friday made an ‘elaan’ (announcement) for peace and brotherhood, and for respecting the Supreme Court.",1
,"Morning digest: New Indian demands may stall RCEP deal, Bangladesh beats India for the first time ever in T20 cricket, and more",,"The major news headlines of the day, and more.",1
,"Pakistani singer Rabi Pirzada, who threatened PM Modi, quits showbiz",,Pakistani singer Rabi Pirzada had in September tweeted a video where she was seen siting around snakes while threatening PM Narendra Modi after scrapping of Article 370 of the Indian Constitution that gave special status to the state of Jammu and Kashmir.,1
,Prime Minister's remarks at the Aditya Birla Group Golden Jubilee Celebrations,,"Shri Kumar Mangalam Birla Ji, Chairman of Aditya Birla Group, Respected dignitaries of the Kingdom of Thailand, Members of Birla family and management, Business Leaders from Thailand and India, Friends, Namaskar, Savadi ???? ? We have gathered here to celebra…",1
,SECURE SYNOPSIS: 18 NOVEMBER 2019,,SECURE SYNOPSIS: 18 NOVEMBER 2019 NOTE: Please remember that following ‘answers’ are NOT ‘model answers’. They are NOT synopsis too if we go by definition of the term. What we are providing is content that both meets demand of the question and at the same tim…,1
,"ET View: Time to boost demand, forget the fiscal deficit target",,"The time has come for the government to shed its obsession about fiscal deficit targets and borrow more from the market, both to compensate the states for their shortfall in GST collections and to meet its own expenditure commitments. India still has deep res…",1
,India formally divides Jammu and Kashmir state,,It's part of a controversial move to tighten the Indian government's control of the region.,1
,MSMEs that emerged stronger from the twin shocks of GST & DeMo,,"MSMEs that emerged stronger from the twin shocks of GST & DeMoA digital wave and formalisation are ending old practices, helping sturdier and stronger companies emerge.",1
,100+ renowned Muslims oppose Ayodhya review,,Over 100 renowned Muslims from across the country have opposed the decision of some Muslim litigants to file a review petition of the Ayodhya verdict in the SC. Javed Anand said it is high time the Muslims moved away from the mandir-masjid dispute.,1
,51 Bollywood celebrities file a petition to add “Hindu Muslim Sikh Isai” in the national anthem,,"Soon after abrogating Article 370, the political debate reached its peak and spared no one. Cricketers, bollywood celebrities and businessmen all gave their opinion on the issue and some invited controversy too. Among all, one who invited maximum criticism for her remark on Article 370 abolishment was none other than Sonam Kapoor. Sonam Kapoor said that “It’s heartbreaking to see where the situation has landed right now” she further added, “hopes there is a peaceful way of working things out”. Sonam also asked social media users to get a job, thereby inviting more trolling as she’s been jobless lately. Social media users brought out her old statement where she claimed to recite ‘Hindu Muslim Sikh Isai’ while singing the national anthem ‘Jan Gan Man’. Failed to defend Sonam, her 51 Bollywood colleagues filed a petition in Supreme Court to add ‘Hindu Muslim Sikh Isai’ in the national anthem. Few among the 51 celebrities include Javed Akhtar, Sabana Azmi and Swara Bhasker. Reportedly, Javed Akhtar has proposed an entirely new national anthem, which he wished to write and Pritam to compose the music. SC is likely to hear the petition on the first week of September.",0
,‘If Israeli people can do it…we can also’: Indian diplomat stirs row over J&K remarks,,The video of India's Consul General in New York Sandeep Chakravorty speaking at a private event in the city surfaced online and became controversial when he spoke about the Abrogation of Article 370.,1
,The six ways Facebook employees want to fix its political ad problem,,"The ads should be more truthful, less targeted, and more obvious, they say.",1
,Ayodhya: 3 more litigants to file review petitions,,"Three more Muslim litigants in the Ayodhya case on Monday said they would file review petitions against Supreme Court’s November 9 verdict. With this, seven of the 10 Muslim litigants have declared their intention to go for a review.",1
,DMK accuses Centre of turning Kashmir into a ‘huge prison’,,"The party, in its meet chaired by M.K. Stalin, urged the Centre to “immediately free all those arrested and respect human rights, the sensitivities of the Kashmiri people and democratic ethos”",1
,‘Develop temples as cultural heritage centres’,,"Welcoming the Supreme Court verdict in the Ayodhya dispute, Pujya Sri Sankara Vijayendra Saraswathi Shankaracharya Swamigal of Sri Kanchi Kamakoti Peetam on Sunday called for developing temples as cen",1
,POLITICO Playbook: We’ve read the transcripts. Do they help Trump?,,"And President Donald Trump rallies for Kentucky Gov. Matt Bevin, but impeachment is on his mind.",1
,Election Commission Bans Highlights Of 2011 World Cup Finals,,"Ace cricketer Gautam Gambir is all set to make his political debut. On Monday, BJP fielded former India cricketer Gautam Gambhir from the East Delhi constituency. Gautam Gambhir who has a remarkable cricketing career is popularly known for his aggression on the field. Soon after he was given a ticket, his fans started uploading the videos of his outstanding cricketing shots thus giving him an edge over his political opponents as we all know that India is a cricket loving nation. One user uploaded Gambhir’s world cup final knock that led India to win the world cup after 28 years. The video got over a million shares, therefore giving a clear advantage to Gambhir. Later in the day, a petitioner approached the Election Commission asking them to take down the video as it was influencing the elections in BJP’s favour. The Election Commission in response submitted a report to the Supreme Court and claimed that the highlights of 2011 World Cup finals in which Gambhir has played an exceptional inning holds the capacity to “tilt the electoral balance”. A committee set up by the polling commission watched the entire match and submitted a report, which turns out not to be in BJP’s favour. The committee said that the match highlights “produces a political environment where an individual acquired cult status” and showing the highlights of the match when the Model Code of Conduct is in place would favour a particular political party. The report had said the screening of the movie should not be allowed until May 12th, the date of polling in Delhi. Currently, it is not clear whether the Election Commission is considering to ban the premiere of ‘Gadar’ on Zee Cinema – a movie that rightly shows Congress’ candidate Amisha Patel as a Pakistani and BJP’s candidate Sunny Deol in a “toxic hyper-nationalistic” role. More on this awaited.",0
,Govt trying to conceal ‘real’ situation in J&K: PDP,,"The PDP “officially distances itself from any (of its) members who attended (National Security Advisor) Doval’s lunch yesterday”, party spokesman and former legislator Firdous Tak said",1
,"Pakistan increases security after falling GDP of India, scared that India might attack to divert attention",,"Imran Khan is having sleepless nights. And why not, India has stood its ground in Kashmir and the whole world has supported India. But the new concern is caused because of falling GDP numbers of India. Imran Khan thinks that India might attack Pakistan to divert the attention from the GDP numbers. In fact, Imran Khan is saying it in world forums that India’s GDP is much better than what it looks so that he can convince the Indian government that there is no need of attention diversion. Pakistan has alerted all security units and military. The military which faced embarrassment in Balakot is continuously tracking India’s GDP numbers to calculate the exact timings of the attacks. Nirmala Sitharaman has not yet accepted the fact that there is an economic slowdown and that is a worry for Pakistan. It means that India will surely attack now as it cannot counter the press anymore. Pakistan has wrote letter to many countries to give them cover for security out of which only China has replied in affirmative that too after putting Pakistan into more debt.",0
,Kerala stays incident-free after Ayodhya verdict,,"Chief Minister appeals for peace, police on high alert",1
,Police Inspector objects plea for CBI probe into RK Nagar bypoll bribery case,,The Inspector of Abhiramapuram police station here filed a counter affidavit in the Madras High Court on Wednesday objecting to a plea for Central Bureau of Investigation (CBI) probe into the 2017 RK,1
,"Chennai real estate sector sees slowdown, sale of new launches falls by 32%: Report",,"The report by PropEquity indicated there was a huge demand for housing units in areas such as GST Road, Guduvancheri, Padur, Porur and Perumbakkam.",1
,Recollections of a Long Siege in Kashmir,,"A military siege is like a chokehold on an entire people. I was a teenager when I lived through a long curfew in Kashmir in the 1990s when the rebellion against Indian rule was at its peak. After decades of betrayals, broken promises, and pent-up resentment, …",1
,Ayodhya verdict explained in one minute,,The BBC's Vikas Pandey explains the historic Supreme Court verdict in the Ayodhya holy site dispute.,1
